"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"","","x","6491;Tympanic nerve","6323","Tympanic nerve","%Nerve of Arnold%Nerve of Jacobson","Nervus tympanicus","","Nerf tympanique","%Nerf d'Arnold%Nerf de Jacobson","Nervio timp?nico","%Nervio de Arnold%Nervio de Jacobson","Nervo timp?nico","%Nervo de Arnold%Nervo de Jacobson","Nervo timpanico","Nerw b?benkowy","?? ???? ????","Trommelfellnerv","timpanik sinir","????????? ????????","????"
"","","x","6492;Tympanic plexus","6324","Tympanic plexus","%Plexus of Jacobson","Plexus tympanicus","","Plexus nerveux tympanique","","Plexo nervoso timp?nico","","Plexo timp?nico","","Plesso timpanico","Splot b?benkowy","??? ???? ????","Plexus tympanus","timpanik pleksus","????????? ????????","???"
"","","","","6325","Tubal branch of tympanic nerve","","Ramus tubarius nervi tympanici","%Ramus tubae%Ramus tubae pharyngotympanicae%Ramus tubalis","Rameau tubaire du nerf tympanique","","Ramo tub?rica del nervio timp?nico","","Ramo tub?rio do nervo timp?nico","","Ramo tubarico del nervo timpanico","Ga??? tr?bkowa nerwu b?benkowego","???? ???? ?? ?? ???? ????","Tubenast des nervus tympanus","Timpanik sinirin tubal dal?","????????? ???????? ?? ?????? ????","?????"
"","","x","6493;Lesser petrosal nerve","6326","Lesser petrosal nerve","%Parasympathetic root of otic ganglion","Nervus petrosus minor","%Radix parasympathica ganglii otici%Nervus petrosus superficialis minor","Nerf petit p?treux","","Nervio petroso menor","","Nervo petroso menor","","Nervo petroso minore","Nerw skalisty mniejszy","?? ???? ?? ????","N. petrosus minus","K???k petrosal sinir","?? ????????? ????????","????"
"","","x","","6327","Carotid sinus nerve","","Nervus sinus carotidis","%Nervus sinus carotici","Nerf du sinus carotidien","","Nervio del seno carot?deo","","Nervo seio carot?deo","","Nervo del seno carotideo","Nerw zatoki szyjnej","?? ????? ????? ????","Nervus carotis sinus","karotis sin?s siniri","??????? ????? ????????","??????"
"","","x","","6328","Stylopharyngeal branch of glossopharyngeal nerve","%Nerve to stylopharyngeus muscle","Ramus stylopharyngeus nervi glossopharyngei","%Ramus stylopharyngicus%Ramus musculi stylopharyngici","Branche stylopharyngienne du nerf glossopharyngien","","Ramo estilofar?ngeo del nervio glosofar?ngeo","","Ramo estilofar?ngeo do nervo glossofar?ngeo","","Ramo stilofaringeo del nervo glossofaringeo","Ga??? rylcowo-gard?owa nerwu j?zykowo-gard?owego","???? ???? ??-????? ?? ????? ?????","Stylopharyngealer ast des n. glossopharyngeus","Glossopharyngeal sinirin Stylopharyngeal dal?","????????????? ???????? ?? ????????????????? ????","????????"
"","","x","","6329","Pharyngeal branches of glossopharyngeal nerve","","Rami pharyngei nervi glossopharyngei","%Rami pharyngici%Rami pharyngeales","Branches pharyngiennes du nerf glossopharyngien","","Ramos far?ngeos del nervio glosofar?ngeo","","Ramos far?ngeos do nervo glossofar?ngeo","","Rami faringei del nervo glossofaringeo","Ga??zie gard?owe nerwu j?zykowo-gard?owego","???? ??? ????? ?? ?????-?????","Pharyngeale ?ste des nervus glossopharyngeus","Glossopharyngeal sinirin faringeal dallar?","????????????? ???????? ?? ?????? ??????","??????"
"","","x","","6330","Tonsillar branches of glossopharyngeal nerve","","Rami tonsillares nervi glossopharyngei","","Branches tonsillaires du nerf glossopharyngien","","Ramos tonsilares del nervio glosofar?ngeo","","Ramos tonsilares do nervo glossofar?ngeo","","Rami tonsillari del nervo glossofaringeo","Ga??zie migda?kowe nerwu j?zykowo-gard?owego","???? ??? ??????? ?? ?????- ?????","Tonsill?re ?ste des nervus glossopharyngeus","Glossopharyngeal sinirin tonsiller dallar?","????????????? ???????? ?? ???????? ??????","????????"
"","","x","","6331","Lingual branches of glossopharyngeal nerve","","Rami linguales nervi glossopharyngei","","Branches linguales du nerf glossopharyngien","","Ramos linguales del nervio glosofar?ngeo","","Ramos linguais do nervo glossofar?ngeo","","Rami linguali del nervo glossofaringeo","Ga??zie j?zykowe nerwu j?zykowo-gard?owego","???? ??? ????? ?? ????? -?????","Lingual?ste des nervus glossopharyngeus","Glossopharyngeal sinirin lingual dallar?","???????????????? ???????? ?? ????? ??????","??????"
"x","","x","","6332","Vagus nerve (X)","%Cranial nerve X%For the Anterior and Posterior vagal trunks%See Divisio autonomica","Nervus vagus (X)","%Nervus cranialis X","Nerf vague (X)","%Nerf pneumogastrique%Nerf cardio-pneumo-ent?rique%Nerf parasympathique%Nerf cardiaque%Nerf cr?nien 10%Nerf 10","Nervio vago (X)","","Nervo vago (X)","","Nervo vago (X)","Nerw b??dny (X)","?? ??? (?????)","Vagusnerv  (X)","Vagus siniri (X)","???? ???????? (????)","????(X)"
"","","","","6333","Superior ganglion of vagus nerve","%Jugular ganglion","Ganglion superius nervi vagi","%Ganglion jugulare%Ganglion rostralis nervi vagi","Ganglion sup?rieur du nerf vague","","Ganglio superior del nervio vago","","G?nglio superior do nervo vago","","Ganglio superiore del nervo vago","Zw?j g?rny nerwu b??dnego","??? ?????? ?? ???","Oberes ganglion des vagusnervs","Vagus sinirinin ?st?n ganglionu","???? ???????? ?? ???????? ????????????","????????"
"","","","6505;Meningeal branch of vagus nerve","6334","Meningeal branch of vagus nerve","","Ramus meningeus nervi vagi","%Ramus meningicus","Branche m?ning?e du nerf vague","","Ramo men?ngeo del nervio vago","","Ramo men?ngeo do nervo vago","","Ramo meningeo del nervo vago","Ga??? oponowa nerwu b??dnego","???????? ???? ?? ???","Meningealer ast des vagusnervs","vagus sinirinin meningeal dal?","???? ???????? ?? ?????????????? ????","???????"
"","","","","6335","Auricular branch of vagus nerve","%Branch of Arnold%Aldeman?s nerve","Ramus auricularis nervi vagi","","Branche auriculaire du nerf vague","%Branche d'Arnold%Nerf d'Aldeman","Ramo auricular del nervio vago","%Rama de Arnold%Nervio de Aldeman","Ramo auricular do nervo vago","%Ramo de Arnold%Nervo de Aldeman","Ramo auricolare del nervo vago","Ga??? uszna nerwu b??dnego","???? ???? ?? ???","Ohrmuschel des vagusnervs","vagus sinirinin kulak dal?","???? ???????? ?? ????????? ????","??????"
"","","","","6336","Inferior ganglion of vagus nerve","%Nodose ganglion","Ganglion inferius nervi vagi","%Ganglion nodosum%Ganglion caudalis nervi vagi","Ganglion inf?rieur du nerf vague","","Ganglio inferior del nervio vago","","G?nglio inferior do nervo vago","","Ganglio inferiore del nervo vago","Zw?j dolny nerwu b??dnego","??? ?????? ?? ???","Ganglion inferior des nervus vagus","Vagus sinirinin alt ganglionu","???? ???????? ?? ????????? ????????????","????????"
"","","","","6337","Pharyngeal branch of vagus nerve","","Ramus pharyngeus nervi vagi","%Rami pharyngici%Rami pharyngeales","Branche pharyngienne du nerf vague","","Ramo far?ngeo del nervio vago","","Ramo far?ngeo do nervo vago","","Ramo faringeo del nervo vago","Ga??? gard?owa nerwu b??dnego","???? ????? ?? ???","Pharyngealer zweig des vagusnervs","vagus sinirinin faringeal dal?","???? ???????? ?? ?????? ????","??????"
"","","","6509;Pharyngeal plexus","6338","Pharyngeal plexus","","Plexus pharyngeus","%Plexus pharyngicus","Plexus pharyngien","","Plexo far?ngeo","","Plexo far?ngeo","","Plesso faringeo","Splot gard?owy","??? ?????","Pharyngealplexus","faringeal pleksus","?????? ???","??"
"","","x","","6339","Superior laryngeal nerve","","Nervus laryngeus superior","%Nervus laryngicus cranialis","Nerf laryng? sup?rieur","","Nervio lar?ngeo superior","","Nervo lar?ngeo superior","","Nervo laringeo superiore","Nerw krtaniowy g?rny","?? ??? ??? ??????","N. laryngeus superior","?st?n laringeal sinir","???????? ????????? ????????","????"
"","","","","6340","External branch of superior laryngeal nerve","","Ramus externus nervi laryngei superioris","","Branche externe du nerf laryng? sup?rieur","","Ramo externo del nervio lar?ngeo superior","","Ramo externo do nervo lar?ngeo superior","","Ramo esterno del nervo laringeo superiore","Ga??? zewn?trzna nerwu krtaniowego g?rnego","???? ?????? ?? ??? ??? ??????","?u?erer ast des n. laryngeus superior","Superior laringeal sinirin d?? dal?","????? ????????? ???????? ?? ????????? ????","??????"
"","","","","6341","Internal branch of superior laryngeal nerve","","Ramus internus nervi laryngei superioris","","Branche interne du nerf laryng? sup?rieur","","Ramo interno del nervio lar?ngeo superior","","Ramo interno do nervo lar?ngeo superior","","Ramo interno del nervo laringeo superiore","Ga??? wewn?trzna nerwu krtaniowego g?rnego","???? ????? ?? ??? ??? ??????","Interner ast des n. laryngeus superior","Superior laringeal sinirin i? dal?","????? ????????? ???????? ?? ???????? ????","??????"
"","","","","6342","Superior cervical cardiac branches of vagus nerve","","Rami cardiaci cervicales superiores nervi vagi","%Rami cardiaci superiores%Rami cardiaci craniales","Branches cardiaques cervicales sup?rieures du nerf vague","","Ramos card?acos cervicales superiores del nervio vago","","Ramos card?acos cervicais superiores do nervo vago","","Rami cardiaci cervicali superiori del nervo vago","Ga??zie sercowe szyjne g?rne nerwu b??dnego","???? ??? ????? ? ????? ??? ?? ???","Obere zervikale herz?ste des vagusnervs","Vagus sinirinin ?st?n servikal kardiyak dallar?","???? ???????? ?? ???????? ???????? ???????? ??????","????????"
"","","","","6343","Inferior cervical cardiac branches of vagus nerve","","Rami cardiaci cervicales inferiores nervi vagi","%Rami cardiaci inferiores%Rami cardiaci caudales","Branches cardiaques cervicales inf?rieures du nerf vague","","Ramos card?acos cervicales inferiores del nervio vago","","Ramos card?acos cervicais inferiores do nervo vago","","Rami cardiaci cervicali inferiori del nervo vago","Ga??zie sercowe szyjne dolne nerwu b??dnego","???? ??? ????? ?????? ??? ?? ???","Untere zervikale herz?ste des vagusnervs","Vagus sinirinin alt servikal kardiyak dallar?","???? ???????? ?? ????????? ??????? ???????? ??????","????????"
"","","","6518;Recurrent laryngeal nerve","6344","Recurrent laryngeal nerve","","Nervus laryngeus recurrens","%Nervus recurrens","Nerf laryng? r?current","","Nervio lar?ngeo recurrente","","Nervo lar?ngeo recorrente","","Nervo laringeo ricorrente","Nerw krtaniowy wsteczny","?? ??? ???? ??????","N. laryngeus recurrens","Tekrarlayan laringeal sinir","?????? ????????? ????????","????"
"","","","","6345","Tracheal branches of recurrent laryngeal nerve","","Rami tracheales nervi laryngei recurrentis","","Branches tracheales du nerf laryng? r?current","","Ramos traqueales del nervio lar?ngeo recurrente","","Ramos traqueais do nervo lar?ngeo recorrente","","Rami tracheali del nervo laringeo ricorrente","Ga??zie tchawicze nerwu krtaniowego wstecznego","???? ??? ???? ?? ?????? ??? ???","Tracheal?ste des n. laryngeus recurrens","Tekrarlayan laringeal sinirin trakeal dallar?","?????? ????????? ???????? ?? ???????? ??????","????????"
"","","","","6346","Oesophageal branches of recurrent laryngeal nerve","","Rami oesophagei nervi laryngei recurrentis","%Rami oesophagici%Rami esophagei","Branches oesophagiennes du nerf laryng? r?current","","Ramos esof?gicos del nervio lar?ngeo recurrente","","Ramos esof?gicos do nervo lar?ngeo recorrente","","Rami esofagei del nervo laringeo ricorrente","Ga??zie prze?ykowe nerwu krtaniowego wstecznego","???? ??? ??? ???? ?? ?????? ??? ???","?sophagus?ste des n. laryngeus recurrens","Tekrarlayan laringeal sinirin ?zofagus dallar?","?????? ????????? ???????? ?? ???????? ??????","???????"
"","","","","6347","Pharyngeal branches of recurrent laryngeal nerve","","Rami pharyngei nervi laryngei recurrentis","","Branches pharyng?es du nerf laryng? r?current","","Ramos far?ngeos del nervio lar?ngeo recurrente","","Ramos far?ngeos do nervo lar?ngeo recorrente","","Rami faringei del nervo laringeo ricorrente","Ga??zie gard?owe nerwu krtaniowego wstecznego","???? ???? ????? ?? ?????? ??? ???","Pharyngeale ?ste des n. laryngeus recurrens","Tekrarlayan laringeal sinirin faringeal dallar?","?????? ????????? ???????? ?? ?????? ??????","???????"
"","","","","6348","Laryngeal branches of recurrent laryngeal nerve","","Rami laryngei nervi laryngei recurrentis","%Nervus laryngeus inferior%Nervus laryngicus caudalis","Branches laryng?es du nerf laryng? r?current","","Ramos lar?ngeos del nervio lar?ngeo recurrente","","Ramos lar?ngeos do nervo lar?ngeo recorrente","","Rami laringei del nervo laringeo ricorrente","Ga??zie krtaniowe nerwu krtaniowego wstecznego","???? ??? ??? ???? ?? ?????? ??? ???","Kehlkopf?ste des n. laryngeus recurrens","Tekrarlayan laringeal sinirin laringeal dallar?","?????? ????????? ???????? ?? ????????? ??????","??????"
"","","","","6349","Thoracic cardiac branches of vagus nerve","","Rami cardiaci thoracici nervi vagi","","Branches cardiaques thoraciques du nerf vague","","Ramos card?acos tor?cicos del nervio vago","","Ramos card?acos tor?cicos do nervo vago","","Rami cardiaci toracici del nervo vago","Ga??zie sercowe piersiowe nerwu b??dnego","???? ??? ???? ?? ??? ?? ???","Thorakale herz?ste des vagusnervs","Vagus sinirinin torasik kardiyak dallar?","???? ???????? ?? ??????? ???????? ??????","???????"
"","","","","6350","Bronchial branches of vagus nerve","","Rami bronchiales nervi vagi","%Rami bronchiales anteriores et posteriores%Rami bronchales ventrales et dorsales","Rameaux bronchiques du nerf vague","","Ramos bronquiales del nervio vago","","Ramos br?nquicos do nervo vago","","Rami bronchiali del nervo vago","Ga??zie oskrzelowe nerwu b??dnego","???? ??? ????? ?? ?? ???","Bronchiale ?ste des vagusnervs","Vagus sinirinin bron?iyal dallar?","???? ???????? ?? ?????????? ??????","??????????"
"","","","","6351","Oesophageal branches of vagus nerve","%Esophageal branches of vagus nerve","Rami oesophagei nervi vagi","%Rami oesophagici","Branches oesophagiennes du nerf vague","","Ramos esof?gicos del nervio vago","","Ramos esof?gicos do nervo vago","","Rami esofagei del nervo vago","Ga??zie prze?ykowe nerwu b??dnego","???? ??? ??? ???? ?? ???","?sophagus?ste des vagusnervs","Vagus sinirinin ?zofagus dallar?","???? ???????? ?? ????????? ??????","???????"
"x","","x","","6352","Accessory nerve (XI)","%Cranial nerve XI","Nervus accessorius (XI)","%Nervus cranialis XI%Nerve of Willis","Nerf accessoire (XI)","%Nerf cr?nien XI%Nerf cr?nien 11%Nerf 11","Nervio accesorio (XI)","","Nervo acess?rio (XI)","","Nervo accessorio (XI)","Nerw dodatkowy (XI)","?? ????","Nebennerv  (XI)","Aksesuar sinir (XI)","????? ???????? (XI)","???(XI?"
"","","","","6353","Cranial root of accessory nerve","","Radix cranialis nervi accessorii","%Radices craniales nervi accessorii%Radix myelencphalica nervi accessorii%Pars vagalis nervi accessorii","Racine craniale du nerf accessoire","","Ra?z craneal del nervio accesorio","","Raiz craniana do nervo acess?rio","","Radice craniale del nervo accessorio","Korze? czaszkowy nerwu dodatkowego","???? ???? ??? ?? ????","Sch?delwurzel des n. accessorius","Aksesuar sinirin kraniyal k?k?","????? ???????? ?? ???? ???","?????"
"","","","","6354","Spinal root of accessory nerve","","Radix spinalis nervi accessorii","%Radices spinales nervi accessorii%Pars spinalis nervi accessorii","Racine spinale du nerf accessoire","","Ra?z espinal del nervio accesorio","","Raiz espinhal do nervo acess?rio","","Radice spinale del nervo accessorio","Korze? rdzeniowy nerwu dodatkowego","???? ???? ?? ?? ????","Spinale wurzel des n. accessorius","Aksesuar sinirin omurilik k?k?","????? ???????? ?? ???? ?? ?????","??????"
"","","","","6355","Vagal communicating branch of accessory nerve","%Internal branch of accessory nerve","Ramus communicans vagalis nervi accessorii","%Ramus internus nervi accessorius%Ramus medialis nervi accessorii","Branche communiquante vagale du nerf accessoire","","Ramo comunicante vagal del nervio accesorio","","Ramo comunicante vagal do nervo acess?rio","","Ramo comunicante vagale del nervo accessorio","Ga??? ??cz?ca z nerwem b??dnym nerwu dodatkowego","???? ?????? ??? ?? ????","Vagus kommunizierender ast des n. accessorius","Aksesuar sinirin vagal ileti?im dal?","??? ???????? ?? ???? ????? ????","??????????"
