
"English;Latin;Français;Español;Portugues;Italiano;TA2ID"
"Tympanic opening of auditory tube;Ostium tympanicum tubae auditivae;Ouverture tympanique de la trompe auditive;Apertura timpánica de la tuba auditiva;Abertura timpânica da tuba auditiva;Ostio timpanico della tuba uditiva;6895"
"Labyrinthine wall of tympanic cavity;Paries labyrinthicus cavitatis tympani;Paroi labyrinthique de la cavité tympanique;Pared laberíntica de la cavidad timpánica;Parede labiríntica da cavidade timpânica;Parete labirintica della cavità timpanica;6896"
"Vestibular window;Fenestra vestibuli;Fenêtre vestibulaire;Fenestra vestibular;Janela vestibular;Finestra ovale;6897"
"Fossa of vestibular window;Fossula fenestrae vestibuli;Fosse de la fenêtre vestibulaire;Fosa de la fenestra vestibular;Fossa da janela vestibular;Fossa della finestra ovale;6898"
"Promontory of tympanic cavity;Promontorium tympani;Promontoire de la cavité tympanique;Promontorio de la cavidad timpánica;Promontório da cavidade timpânica;Promontorio della cavità timpanica;6899"
"Groove of promontory;Sulcus promontorii;Sillon du promontoire;Surco del promontorio;Sulco do promontório;Solco del promontorio;6900"
"Subiculum of promontory;Subiculum promontorii;Subiculum du promontoire;Subículo del promontorio;Subículo do promontório;Subicolo del promontorio;6901"
"Ponticle of promontory;Ponticulus promontorii;Ponticule du promontoire;Pontículo del promontorio;Pontículo do promontório;Ponticolo di promontorio;6902"
"Sinus tympani;Sinus tympani;Sinus tympanique;Seno timpánico;Seio do tímpano;Seno del timpano;6903"
"Cochlear window;Fenestra cochleae;Fenêtre cochléaire;Fenestra coclear;Janela coclear;Finestra rotonda;6904"
"Secondary tympanic membrane;Membrana tympanica secundaria;Membrane tympanique secondaire;Membrana timpánica secundaria;Membrana timpânica secundária;Membrana timpanica secondaria;6905"
"Fossa of cochlear window;Fossula fenestrae cochleae;Fosse de la fenêtre cochléaire;Fosa de la fenestra coclear;Fossa da janela coclear;Fossa della finestra rotonda;6906"
"Crest of cochlear window;Crista fenestrae cochleae;Crête de la fenêtre cochléaire;Cresta de la fenestra coclear;Crista da janela coclear;Cresta della finestra rotonda;6907"
"Processus cochleariformis;Processus cochleariformis;Processus cochléariforme;Proceso cocleariforme;Processus cochleariformis;Processo cocleariforme;6908"
"Mastoid wall of tympanic cavity;Paries mastoideus cavitatis tympani;Paroi mastoïde de la cavité du tympan;Pared mastoidea de la cavidad timpánica;Parede mastóide da cavidade timpânica;Parete mastoidea della cavità timpanica;6909"
"Aditus to mastoid antrum;Aditus antri mastoidei;Aditus vers l'antre mastoïde;Ádito del antro mastoideo;Ádito ao antro mastóide;Aditus ad antrum;6910"
"Prominence of lateral semicircular canal;Prominentia canalis semicircularis lateralis;Proéminence du canal semicirculaire latéral;Prominencia del canal semicircular lateral;Proeminência do canal semicircular lateral;Prominenza del canale semicircolare laterale;6911"
"Prominence of facial canal;Prominentia canalis facialis;Proéminence du canal facial;Prominencia del canal facial;Proeminência do canal facial;Prominenza del canale facciale;6912"
"Pyramidal eminence;Eminentia pyramidalis;Eminence pyramidale;Eminencia piramidal;Eminência piramidal;Eminenza piramidale;6913"
"Fossa of incus;Fossa incudis;Fosse de l'enclume;Fosa del yunque;Fossa de bigorna;Fossa dell'incudine;6914"
"Posterior sinus;Sinus posterior;Sinus postérieur;Seno posterior;Seio posterior;Seno posteriore;6915"
"Tympanic aperture of posterior tympanic canaliculus;Apertura tympanica canaliculi tympanici posterioris;Ouverture tympanique des canalicules tympaniques postérieurs;Apertura timpánica del canalículo timpánico posterior;Abertura timpânica do canalículo timpânico posterior;Ostio timpanico del canalicolo timpanico posteriore;6916"
"Membranous wall of tympanic cavity;Paries membranaceus cavitatis tympani;Paroi membraneuse de la cavité tympanique;Pared membranosa de la cavidad timpánica;Parede membranosa da cavidade timpânica;Parete membranosa della cavità timpanica;6917"
"Posterior fold of malleus;Plica mallearis posterior;Pli postérieur du marteau;Pliegue posterior del martillo;Dobra posterior do martelo;Plica malleare posteriore;6918"
"Anterior fold of malleus;Plica mallearis anterior;Pli antérieur du marteau;Pliegue anterior del martillo;Dobra anterior do martelo;Plica malleare anteriore;6919"
"Fold of chorda tympani;Plica chordae tympani;Pli de la corde du tympan;Pliegue de la cuerda del tímpano;Dobra de corda do tímpano;Plica della corda del timpano;6920"
"Fold of incus;Plica incudalis;Pli de l'enclume;Pliegue del yunque;Dobra da bigorna;Plica dell'incudine;6921"
"Fold of stapedius;Plica stapedialis;Pli de l' étrier;Pliegue de estapedio;Dobra de estapédio;Plica dello stapedio;6922"
"Auditory ossicles;Ossicula auditus;Osselets de l'ouïe;Huesecillos del oído;Ossículos auditivos;Ossicini uditivi;6923"
"Joints of auditory ossicles;Juncturae ossiculorum auditus;Articulations des osselets de l'ouïe;Articulaciones de los huesecillos del oído;Articulações dos ossículos da audição;Articolazioni degli ossicini uditivi;6924"
"Auditory tube;Tuba auditiva;Trompe auditive;Tuba auditiva;Tubo auditivo;Tuba uditiva;6926"
"Bony part of auditory tube;Pars ossea tubae auditivae;Partie osseuse de la trompe auditive;Parte ósea de la tuba auditiva;Parte óssea da tuba auditiva;Parte ossea della tuba uditiva;6927"
"Isthmus of auditory tube;Isthmus tubae auditivae;Isthme de la trompe auditive;Istmo de la tuba auditiva;Istmo da tuba auditiva;Istmo della tuba uditiva;6928"
"Tubal cells;Cellulae pneumaticae tubae auditivae;Cellules pneumatiques de la trompe auditive;Células tubáricas;Células tubárias;Cellule pneumatiche tubariche;6929"
"Cartilaginous part of auditory tube;Pars cartilaginea tubae auditivae;Partie cartilagineuse de la trompe auditive;Parte cartilaginosa de la tuba auditiva;Parte cartilaginosa da tuba auditiva;Parte cartilaginea della tuba uditiva;6930"
"Membranous lamina of auditory tube;Lamina membranacea tubae auditivae;Lame membreuse de la trompe auditive;Lámina membranosa de la tuba auditiva;Lâmina membranosa da tuba auditiva;Lamina membranosa della tuba uditiva;6932"
"Mucosa of auditory tube;Tunica mucosa tubae auditivae;Muqueuse du canal auditif;Mucosa del canal auditivo;Mucosa da tuba auditiva;Tonaca mucosa della tuba uditiva;6933"
"Tubal glands;Glandulae tubariae;Glandes tubaires;Glándulas tubáricas;Glândulas tubárias;Ghiandole tubariche;6934"
"Internal ear;Auris interna;Oreille interne;Oído interno;Orelha interna;Orecchio interno;6935"
"Perilymphatic space;Spatium perilymphaticum;Espace périlymphatique;Espacio perilinfático;Espaço perilinfático;Spazio perilinfatico;6937"
"Perilymph;Perilympha;Périlymphe;Perilinfa;Perilinfa;Perilinfa;6938"
"Perilymphatic ducts;Ductus perilymphatici;Canaux périlymphatiques;Conductos perilinfáticos;Dutos perilinfáticos;Canali perilinfatici;6939"
"Vestibular aqueduct;Aquaeductus vestibuli;Aqueduc vestibulaire;Acueducto vestibular;Aqueduto vestibular;Acquedotto vestibolare;6940"
"Vestibule;Vestibulum;Vestibule;Vestíbulo;Vestíbulo;Vestibolo;6942"
"Elliptical recess;Recessus ellipticus;Récessus élliptique;Receso elíptico;Recesso elíptico;Recesso ellittico;6943"
"Internal opening of vestibular canaliculus;Apertura interna canaliculi vestibuli;Ouverture interne du canalicule de la cochlée;Apertura interna del canalículo vestibular;Abertura interna do canalículo vestibular;Orifizio interno dell'acquedotto vestibolare;6944"
"Spherical recess;Recessus sphaericus;Récessus sphérique;Receso esférico;Recesso esférico;Recesso sferico;6945"
"Cochlear recess;Recessus cochlearis;Récessus cochléaire;Receso coclear;Recesso coclear;Recesso cocleare;6946"
"Walls of vestibule;Parietes vestibuli;Parois du vestibule;Paredes del vestíbulo;Paredes do vestíbulo;Pareti del vestibolo;6947"
"Vestibular crest;Crista vestibuli;Crête vestibulaire;Cresta vestibular;Crista vestibular;Cresta vestibolare;6948"
"Pyramid of vestibule;Pyramis vestibuli;Pyramide du vestibule;Pirámide del vestíbulo;Pirâmide de vestíbulo;Piramide vestibolare;6949"
"Maculae cribrosae;Maculae cribrosae;Macules criblées;Máculas cribosas;Maculae cribrosae;Macule cribrose;6950"
"Macula cribrosa superior;Macula cribrosa superior;Macule criblée supérieure;Mácula cribosa superior;Macula cribrosa superior;Macula cribrosa superiore;6951"
"Macula cribrosa media;Macula cribrosa media;Macule criblée moyenne;Macula cribosa media;Macula cribrosa media;Macula cribrosa media;6952"
"Macula cribrosa inferior;Macula cribrosa inferior;Macule criblée inférieure;Mácula cribosa inferior;Macula cribrosa inferior;Macula cribrosa inferiore;6953"
"Semicircular canals;Canales semicirculares;Canaux semicirculaires;Canales semicirculares;Canais semicirculares;Canali semicircolari;6954"
"Anterior semicircular canal;Canalis semicircularis anterior;Canal semicirculaire antérieur;Canal semicircular anterior;Canal semicircular anterior;Canale semicircolare anteriore;6955"
"Anterior bony ampulla;Ampulla ossea anterior;Ampoule osseuse antérieure;Ampolla ósea anterior;Ampola óssea anterior;Ampolla ossea anteriore;6956"
"Posterior semicircular canal;Canalis semicircularis posterior;Canal semicirculaire postérieur;Canal semicircular posterior;Canal semicircular posterior;Canale semicircolare posteriore;6957"
"Posterior bony ampulla;Ampulla ossea posterior;Ampoule osseuse postérieure;Ampolla ósea posterior;Ampola óssea posterior;Ampolla ossea posteriore;6958"
"Common bony limb;Crus osseum commune;Branche osseuse commune;Rama óseo común;Membro ósseo comum;Branca ossea comune;6959"
"Ampullary bony limbs;Crura ossea ampullaria;Branches osseuse ampullaires;Ramas óseas ampulares;Membros ósseos ampulares;Branche ossee ampollari;6960"
"Lateral semicircular canal;Canalis semicircularis lateralis;Canal semicirculaire latéral;Canal semicircular lateral;Canal semicircular lateral;Canale semicircolare laterale;6961"
"Lateral bony ampulla;Ampulla ossea lateralis;Ampoule osseuse latérale;Ampolla ósea lateral;Ampola óssea lateral;Ampolla ossea laterale;6962"
"Simple bony limb;Crus osseum simplex;Branche osseuse simple;Rama ósea simple;Membro ósseo simples;Branca ossea semplice;6963"
"Cochlea;Cochlea;Cochlée;Cóclea;Cóclea;Coclea;6964"
"Cochlear cupula;Cupula cochleae;Cupule cochléaire;Cúpula coclear;Cúpula coclear;Cupola della coclea;6965"
"Base of cochlea;Basis cochleae;Base de la cochlée;Base de la cóclea;Base da cóclea;Base della coclea;6966"
"Spiral canal of cochlea;Canalis spiralis cochleae;Canal spiral de la cochlée;Canal espiral de la cóclea;Canal espiral da cóclea;Canale a spirale della coclea;6967"
"Scala vestibuli;Scala vestibuli;Rampe vestibulaire;Rampa vestibular;Escala vestibuli;Scala vestibolare;6968"
"Helicotrema;Helicotrema;Hélicotréma;Helicotrema;Helicotrema;Elicotrema;6969"
"Scala tympani;Scala tympani;Rampe tympanique;Rampa timpánica;Escala do tímpano;Scala timpanica;6970"
"Internal opening of cochlear canaliculus;Apertura interna canaliculi cochleae;Ouverture interne du canal cochléaire;Apertura interna del canalículo coclear;Abertura interna do canalículo coclear;Orifizio interno del dotto cocleare;6971"
"Walls of cochlea;Parietes cochleae;Parois de la cochlée;Paredes de la cóclea;Paredes da cóclea;Pareti della coclea;6972"
"Osseous spiral lamina;Lamina spiralis ossea;Lame spirale osseuse;Lámina espiral ósea;Lâmina espiral óssea;Lamina spirale ossea;6973"
"Vestibular lamella;Lamella vestibularis;Lamelle vestibulaire;Laminilla vestibular;Lamela vestibular;Lamella vestibolare;6974"
"Tympanic lamella;Lamella tympanica;Lamelle tympanique;Laminilla timpánica;Lamela timpânica;Lamella timpanica;6975"
"Foramina nervosa;Foramina nervosa;Foramina nerveux;Forámina nerviosa;Foramina nervosa;Forami nervosi;6976"
"Hamulus of spiral lamina;Hamulus laminae spiralis;Crochet de la lame spirale;Gancho de la lámina espiral;Hamulus de lâmina espiral;Uncino della lamina spirale;6977"
"Secondary spiral lamina;Lamina spiralis secundaria;Lame spirale secondaire;Lámina espiral secundaria;Lâmina espiral secundária;Lamina spirale secondaria;6978"
"Cochlear septum;Septum cochleae;Septum cochléaire;Septo coclear;Septo coclear;Setto cocleare;6979"
"Modiolous of cochlea;Modiolus cochleae;Modiolus de la cochlée;Modiolo de la cóclea;Modíolo da cóclea;Modiolo della coclea;6980"
"Base of modiolus;Basis modioli;Base du modiolus;Base del modiolo;Base de modíolo;Base del modiolo;6981"
"Lamina of modiolus;Lamina modioli;Lame du modiolus;Lámina del modiolo;Lâmina de modiolus;Lamina del modiolo;6982"
"Spiral canal of modiolus;Canalis spiralis secundaria;Canal spiral du modiolus;Canal espiral del modiolo;Canal espiral do modíolo;Canale spirale del modiolo;6983"
"Longitudinal canals of modiolus;Canales longitudinales modioli;Canaux longitudinaux du modiolus;Canales longitudinales del modiolo;Canais longitudinais de modíolo;Canali longitudinali del modiolo;6984"
"Fundus of internal acoustic meatus;Fundus meatus acustici interni;Fundus du méat acoustique interne;Fondo del meato acústico interno;Fundo do meato acústico interno;Fondo del meato acustico interno;6986"
"Transverse crest;Crista transversa;Crête transverse;Cresta transversa;Crista transversal;Cresta trasversale;6987"
"Facial area;Area nervi facialis;Aire faciale;Área facial;Área facial;Area del nervo faciale;6988"
"Vertical crest;Crista verticalis;Crête verticale;Cresta vertical;Crista vertical;Cresta verticale;6989"
"Superior vestibular area;Area vestibularis superior;Aire vestibulaire supérieure;Área vestibular superior;Área vestibular superior;Area vestibolare superiore;6990"
"Inferior vestibular area;Area vestibularis inferior;Aire vestibulaire inférieure;Área vestibular inferior;Área vestibular inferior;Area vestibolare inferiore;6991"
"Foramen singulare;Foramen singulare;Foramen singulaire;Foramen singular;Forame único;Forame singolare;6992"
"Cochlear area;Area cochlearis;Aire cochléaire;Área coclear;Área coclear;Area cocleare;6993"
"Tractus spiralis foraminosus;Tractus spiralis foraminosus;Tractus spiralé foraminé;Tracto espiral foraminoso;Tractus spiralis foraminosus;Tractus spiralis foraminosus;6994"
"Membranous labyrinth;Labyrinthus membranaceus;Labyrinthe membraneux;Laberinto membranoso;Labirinto membranoso;Labirinto membranoso;6995"
"Endolymphatic space;Spatium endolymphaticum;Espace endolymphatique;Espacio endolinfático;Espaço endolinfático;Spazio endolinfatico;6996"
"Endolymph;Endolympha;Endolymphe;Endolinfa;Endolinfa;Endolinfa;6997"
"Vestibular labyrinth;Labyrinthus vestibularis;Labyrinthe vestibulaire;Laberinto vestibular;Labirinto vestibular;Labirinto vestibolare;6998"
"Utricle;Utriculus;Utricule;Utrículo;Utrículo;Utricolo;6999"
"Macula of utricle;Macula utricularis;Macule de l'utricule;Mácula del utrículo;Macula do utrículo;Macula dell'utricolo;7000"
"Saccule;Sacculus;Saccule;Sáculo;Saccule;Sacculo;7001"
"Macula of saccule;Macula saccularis;Macule du saccule;Mácula del sáculo;Macula do sáculo;Macula del sacculo;7002"
"Utriculosaccular duct;Ductus utriculosaccularis;Canal utriculosacculaire;Conducto utrículosacular;Ducto utriculosaccular;Dotto utricolosacculare;7003"
"Utricular duct;Ductus utricularis;Canal utriculaire;Conducto utricular;Duto utricular;Dotto utricolare;7004"
"Saccular duct;Ductus saccularis;Canal sacculaire;Conducto sacular;Duto sacular;Dotto sacculare;7005"
"Endolymphatic duct;Ductus endolymphaticus;Canal endolymphatique;Conducto endolinfático;Ducto endolinfático;Dotto endolinfatico;7006"
"Endolymphatic sac;Saccus endolymphaticus;Sac endolymphatique;Saco endolinfático;Saco endolinfático;Sacco endolinfatico;7007"
"Ductus reuniens;Ductus reuniens;Ductus reuniens;Conducto reunidor;Ductus reuniens;Ductus reuniens;7008"
"Semicircular ducts;Ductus semicirculares;Conduits semicirculaires;Conductos semicirculares;Dutos semicirculares;Condotti semicircolari;7009"
"Anterior semicircular duct;Ductus semicircularis anterior;Conduit semicirculaire antérieur;Conducto semicircular anterior;Ducto semicircular anterior;Condotto semicircolare anteriore;7010"
"Anterior membranous ampulla;Ampulla membranacea anterior;Ampoule membraneuse antérieure;Ampolla membranosa anterior;Ampola membranosa anterior;Ampolla membranosa anteriore;7011"
"Anterior ampullary crest;Crista ampullaris anterior;Crête ampullaires antérieure;Cresta ampular anterior;Crista ampular anterior;Cresta ampollare anteriore;7012"
"Posterior semicircular duct;Ductus semicircularis posterior;Conduit semicirculaire postérieur;Conducto semicircular posterior;Duto semicircular posterior;Condotto semicircolare posteriore;7013"
"Posterior membranous ampulla;Ampulla membranacea posterior;Ampoule membraneuse postérieure;Ampolla membranosa posterior;Ampola membranosa posterior;Ampolla membranosa posteriore;7014"
"Posterior ampullary crest;Crista ampullaris posterior;Crête ampullaires postérieure;Cresta ampular posterior;Crista ampular posterior;Cresta ampollare posteriore;7015"
